gold_label,sentence1,sentence2,sentence1_opus,sentence2_opus
neutral,"I turn, in the final section of this chapter, to yet another puzzle concerning what I call a natural game.",I do not have the solution for the puzzle of the natural game.,"Binubuksan ko, sa huling bahagi ng kabanatang ito, ang isa pang palaisipan tungkol sa tinatawag kong isang natural na laro.",Wala akong solusyon sa palaisipan ng likas na laro.
neutral,One measure of attachment to ordinary  Does the president carry a wallet?,The president might carry a wallet.,Ang isang antas ba ng pagmamahal sa ordinaryong mga tao ay nagdadala ng pitaka?,Ang pangulo ay maaaring magdala ng pitaka.
neutral,"Ask your travel agency or the Berlin tourist office for details of upcoming programs, and book in advance where possible.",It's best to book 6 months ahead of your visit.,"Tanungin ang iyong ahensiya sa paglalakbay o ang tanggapan ng turista sa Berlin para sa mga detalye ng dumarating na mga programa, at patiunang aklat hangga't maaari.",Pinakamabuting isulat ang 6 na buwan bago ang iyong pagdalaw.
neutral,"Of course, they questioned me there, why I went.",They asked why I went to the store.,"Mangyari pa, tinanong nila ako roon, kung bakit ako nagtungo.",Tinanong nila ako kung bakit ako nagpunta sa tindahan.
neutral,"So it took me like, an hour to two hours just to find what I needed.",It took me a long time because the book was really thick and confusing.,Kaya gumugol ako ng isang oras hanggang dalawang oras upang masumpungan kung ano ang kailangan ko.,Matagal din bago ko nagawa ito sapagkat ang aklat ay talagang makapal at nakalilito.
neutral,A virgin forest is a forest in which the hand of man has never set foot .,"Due to our population, there are few virgin forests still left in the United States.",Ang gubat na basal ay isang gubat kung saan ang kamay ng tao ay hindi kailanman tumuntong ng paa.,"Dahilan sa aming populasyon, iilan na lamang ang basal na kagubatan na natitira pa sa Estados Unidos."
neutral,Photograph of Bill Clinton on the Slate Table of Contents by Kevin Lamarque/Reuters.,Kevin Lamarque has taken many photos of Bill Clinton including one in the Slate Table of Contents.,Larawan ni Bill Clinton sa Slate Talaan ng mga Nilalaman ni Kevin Lamarque/Reuters.,Si Kevin Lamarque ay kumuha ng maraming larawan ni Bill Clinton kabilang ang isa sa Slate Table of Contents.
neutral,I would be pleased to respond to any questions that the Members of the Subcommittee may have.,I like to talk about my work so I would love to answer questions.,Matutuwa akong sagutin ang anumang tanong ng mga Miyembro ng Subcommittee.,Gusto kong pag - usapan ang tungkol sa trabaho ko para masagot ko ang mga tanong ko.
neutral,"Steady, Old Wolf! Steady!  Captain Blood admonished him.","As he is experienced, Captain Blood helped boost morale amongst his crew members.",Pinayuhan siya ng Kapitan Dugo.,"Habang siya ay nakaranas, ang Captain Blood ay tumulong sa pagpapalakas ng moral sa gitna ng kanyang mga tripulante."
neutral,TV dinners carry a terrible stigma.,TV dinners always show a family eating some meat dish.,Ang mga hapunan sa TV ay nagdadala ng kakila - kilabot na kahihiyan.,Laging ipinakikita ng mga hapunan sa TV ang isang pamilya na kumakain ng karne.
neutral,"Although funding strategies can be improved, funding is available for this work.",There is not enough funding for the work.,"Bagaman maaaring pasulungin ang mga estratehiya sa paglalaan ng pondo, may makukuhang pondo para sa gawaing ito.",Walang sapat na pondo para sa gawain.
neutral,I've got more than a job,I have a job that takes up all of my time.,Mayroon akong higit pa sa isang trabaho,Mayroon akong trabaho na kumukuha ng lahat ng aking panahon.
neutral,"In the center of the square is Joachim Schmettau's granite Weltkugelbrunnen (or Fountain of the World), which locals have gaily christened the  aquatic dumpling.",Weltkugelbrunnen is made of granite that is very black and shiny.,"Sa gitna ng liwasan ay ang granito ni Joachim Schmettau na Waltkugelbrunen (o Fountain of the World), na buong - pananabik na bininyagan ng mga tagaroon ang tambakan ng basura sa tubig.",Ang Weltkugelbrunnen ay gawa sa granito na napakaitim at makintab.
neutral,Current security requirements nurture overclassification and excessive compartmentation of information among agencies.,Security requirements are much stricter than they previously were.,Pinalalaki ng mga kahilingan sa seguridad sa ngayon ang labis - labis na pag - uuri at labis - labis na paglalagay ng impormasyon sa mga ahensiya.,Ang mga kahilingan sa seguridad ay mas mahigpit kaysa dati.
neutral,The New Yorker has fought back with special issues--massive tomes about race or Hollywood or the future.,"The New Yorker has fought back with more than 20 special issues, including whole magazines about racism, space travel, and education.",Ang New Yorker ay lumaban pabalik sa pamamagitan ng mga espesyal na isyu-massive tomes tungkol sa lahi o Hollywood o sa hinaharap.,"Ang taga - New York ay gumanti sa mahigit na 20 pantanging mga isyu, kasali na ang buong mga magasin tungkol sa pagtatangi ng lahi, paglalakbay sa kalawakan, at edukasyon."
neutral,The wonderful connections formed each day are made possible through the support of Society operations by organizations like yours!,Without your organization these awesome connections would have never been formed.,Ang kahanga - hangang mga koneksiyon na nabubuo bawat araw ay nagiging posible sa pamamagitan ng pagsuporta ng mga organisasyong gaya mo sa mga operasyon ng Samahan!,Kung wala ang inyong organisasyon ang kasindak - sindak na mga koneksiyong ito ay hindi sana nabuo kailanman.
neutral,"Miramar, a pleasant residential quarter with fine family homes, benefits from its position alongside the Isla Grande commuter airport.",Miramar is where rich people live.,"Si Miramar, isang kaayaayang tirahan na may magagandang tahanan ng pamilya, ay nakikinabang sa posisyon nito sa tabi ng paliparan ng Isla Grande commuter.",Ang Miramar ang lugar kung saan nakatira ang mayayamang tao.
neutral,The use of technology may reduce the time needed for providers and staff to personally provide screening and intervention services and target patients who can derive benefit from the brief intervention messages.,Technology can reduce how long providers and staff need to screen people by up to 80%.,Maaaring bawasan ng paggamit ng teknolohiya ang panahong kailangan para sa mga tagapaglaan at mga kawani upang personal na maglaan ng mga serbisyo sa pagsusuri at pakikialam at mga pasyenteng pinupuntirya na maaaring makinabang mula sa maiikling mensahe sa pamamagitan nito.,Maaaring bawasan ng teknolohiya kung gaano katagal kailangang subaybayan ng mga tagapaglaan at mga kawani ang mga tao ng hanggang 80%.
neutral,"It would be wonderful if you could take the time to visit your School, and see for yourself the progress we have made over the years and share in the pride of our heritage!",You should visit the school and see the musical production we've been working on.,"Napakaganda kung gugugol ka ng panahon upang dumalaw sa iyong Paaralan, at makikita mo mismo ang pagsulong na nagawa namin sa nakalipas na mga taon at makikibahagi ka sa pagmamalaki ng aming pamana!",Dapat mong dalawin ang paaralan at tingnan ang musikal na produksiyon na aming ginagawa.
neutral,"The southwestern region with the most researched and documented wedding customs is New Mexico, because the descendents of the early Hispanos have been conscious of describing and writing down their traditions.",The descendants of the early Hispanos wrote using quills.,"Ang timog - kanlurang rehiyon na may lubhang sinaliksik at dokumentadong mga kaugalian sa kasal ay ang New Mexico, sapagkat ang mga inapo ng sinaunang mga Hispano ay palaisip sa paglalarawan at pagsulat ng kanilang mga tradisyon.",Ang mga inapo ng mga naunang Hispano ay sumulat gamit ang mga tinik.
neutral,"And Granny used to tell the story about how her sister and her sister's husband decided that they were going to move to the city, to Augusta, and pass for white.",Granny's sister wasn't white but she wanted to be so she could go to school.,"At sinasabi noon ni Lola ang kuwento kung paano nagpasiya ang kaniyang kapatid na babae at ang asawa ng kaniyang kapatid na babae na lumipat sila sa lunsod, patungong Augusta, at magpaputi.",Ang kapatid na babae ni Lola ay hindi puti ngunit nais niyang maging para siya ay makapag-aral.
neutral,I don't care if you don't know anything about it.,I know you aren't obsessed with it.,Wala akong pakialam kung wala kang alam tungkol dito.,Alam kong hindi ka mahilig dito.
neutral,"'  It is remarkable that this anomaly still persists, even in many modern sources.","This anomaly could be corrected, but the cost would be significant.","'Kahanga - hanga na ito ay nagpapatuloy pa rin, kahit na sa maraming modernong pinagmumulan.","Ito ay maaaring ituwid, subalit ang halaga ay magiging malaki."
neutral,Your contributions to the Annual Fund at the Maennerchor Society level have provided significant assistance to the school.,The Maennerchor Society got $1m in donations last year.,Ang inyong mga kontribusyon sa Annual Fund sa antas ng Maennerchor Society ay nagbigay ng mahalagang tulong sa paaralan.,Ang Maennerchor Society ay nakakuha ng $1m sa mga donasyon noong nakaraang taon.
neutral,A murderer--I?  he said at last.,He hadn't murdered anyone.,Isang mamamatay tao-ako? sinabi niya sa wakas.,Hindi niya pinaslang ang sinuman.
neutral,"McCoy invites the support of The __ Company Foundation in the amount of $10,000.","McCoy needs more money, but right now $10,000 is being requested.","Iniaalok ni McCoy ang suporta ng The __ Company Foundation sa halagang $10,000.","Nangangailangan ng higit na salapi ang kilalang mga tao, subalit sa ngayon ang $10,000 ay hinihiling."
neutral,and uh i kind of kind of like the black eyed pea but i don't think it's a chain,I might check out the Black Eyed Pea later.,at uh i uri ng tulad ng black eye pea ngunit sa palagay ko'y hindi ito isang kadena,Maaari kong suriin ang Black Eyed Pea sa dakong huli.
neutral,"Rational expectations grew, in part, out of an attempt to understand actual trading on stock exchanges.",More and more people started trading on online stock exchanges.,"Sa isang bahagi, ang mga inaasahan sa pag - aasawa ay lumaki sa pagsisikap na maunawaan ang aktuwal na pangangalakal sa mga palitan ng stock.",Parami nang paraming tao ang nagsimulang makipagkalakalan sa mga stock exchange sa Internet.
neutral,They didn't want to stay captive.,They had been detained in relation to a recent robbery.,Ayaw nilang manatiling bihag.,Sila'y ikinulong may kaugnayan sa isang pagnanakaw kamakailan.
neutral,now that's one of the best deterrents for a robber is a noisy neighbor even if the neighbor's got a noisy dog that's a deterrent because they know that that dog's going to bark,Robbers don't like dogs because they are loud and often bite them.,Iyan ngayon ang isa sa pinakamabuting panghadlang sa isang magnanakaw ay ang maingay na kapitbahay kahit na kung ang kapitbahay ay magkaroon ng maingay na aso na humahadlang sapagkat alam nila na ang asong iyon ay tatahol,Ayaw ng mga magnanakaw sa mga aso dahil malalakas ang mga ito at kadalasang kinakagat ang mga ito.
neutral,Several small temples can be found here.,There are some tiny temples only one person can fit in.,Matatagpuan dito ang ilang maliliit na templo.,May ilang maliliit na templo na iisang tao lamang ang maaaring magkasya.
neutral,Many languages have this ambiguity.,This makes learning the language more difficult.,Maraming wika ang may ganitong pag - aalinlangan.,Ginagawa nitong mas mahirap ang pag - aaral ng wika.
neutral,In San Antonio the performance of Los Pastores at Our Lady of Guadalupe Church as been ongoing since 1913.,There are multiple performances per year.,Sa San Antonio nagaganap ang pagganap ng Los Pastores sa Our Lady of Guadalupe Church mula pa noong 1913.,May maraming pagtatanghal sa bawat taon.
neutral,"The jagged ridges of Montserrat rise out of the rather featureless Llobregat plain 62 kilometers (38 miles) northwest of Barcelona, in the very heart of Catalonia.",The Mountesserat mountains are the tallest in the area.,"Ang baku - bakong mga tagaytay ng Montserrat ay umaahon mula sa halos walang - kulay na kapatagan ng Llobregat na 62 kilometro (38 milya) hilagang - kanluran ng Barcelona, sa pinakapusod ng Catalonia.",Ang kabundukan ng Mountessart ang pinakamataas sa lugar na iyon.
neutral,"Specifically, you will be joining a group of distinguished foundation executives, business leaders, scholars, development professionals and volunteers in the nonprofit sector ...",The group is full of Ivy League Scholars and philanthropists.,"Sa espesipikong paraan, sasali ka sa isang grupo ng mga kilalang ehekutibo ng pundasyon, mga lider ng negosyo, mga iskolar, mga propesyonal sa pagpapaunlad at mga boluntaryo sa di - kapaki - pakinabang na sektor ...",Ang grupo ay puno ng Ivy League Scholars at mga pilantropo.
