gold_label,sentence1,sentence2
entailment,"Pero siya, alam mo, sa maraming paraan ay parang anak ng may-ari ng plantasyon dahil siya ang anak ng lalaking may maraming lupain.",Ang tatay niya ay may maraming ari-arian.
entailment,Kaya bakit gumagawa si Gates nang napakabilis?,Hindi unti-unti ang paggawa ni Gates.
entailment,"Siyempre, baka tumaas ang krimen, alam mo, at may mga taong papasok at magnanakaw ng telebisyon mo at ibebenta lang ito dahil hindi na sila makapagtrabaho, alam mo.",Maaaring magdulot iyon ng pagtaas ng krimen.
entailment,"Ang mga kawani ay nagtatrabaho sa isang programa upang madagdagan ang bilang ng mga flamingo sa US Virgin Islands, at makikita mo rito ang isang maliit na kawan na matagumpay na dumarami bawat taon.",Ang mga kawani ay nagsusumikap na dagdagan ang bilang ng mga flamingo sa isla.
entailment,"Kaya't pakiramdam namin ay niloko kami ng mga pader na hungkag, mga pinto na maluluwag, at mga barandilya na nanginginig.",Hindi kami nasisiyahan sa mga pader na hungkag at mga pinto na maluluwag.
entailment,"Sa paglipas ng panahon at sa pag-unlad ng teknolohiya, maaaring ituring na mga teleponong may kable ang lahat ng teleponong hindi radyo.",Ang lahat ng mga teleponong hindi radyo ay mauuwi sa mga teleponong may kable.
entailment,"Ulat ng intelihensiya, interogasyon kay KSM, Hulyo 30, 2003.",Isinagawa ang interogasyon kay KSM noong Hulyo 2003.
entailment,"At sabi ko, OK, at iyon na iyon!","Pagkatapos kong sumagot ng oo, natapos na ito."
entailment,May puwang pa ako para sa anim pang scotch.,Kaya ko pang uminom ng anim pang scotch.
entailment,Naniniwala ako sa kabaligtaran.,Hindi ko sa tingin na totoo iyon.
entailment,"Boston, isang pangalawa ay kakabangga lang sa Trade Center.",Naatake ang Trade Center.
entailment,Madalas sinasabi ng mga eksperto na ang kasaysayan ay isinusulat ng mga nagwagi.,Sinasabi ng mga punong-guro na ang mga nagwagi ang bumubuo ng kasaysayan.
entailment,Sang-ayon si Prudie na may nakakadiring dating kapag nakikitang ngumunguya ng chewing gum.,"Sa tingin ni Prudie, hindi maganda na makita kang ngumunguya ng chewing gum."
entailment,"Isipin ang bilang na ito sa liwanag ng katotohanang ang pinakamalaking diksyunaryong Ingles—na hindi na nalilimbag—ay may humigit-kumulang 600,000 na mga salitang nakalista, kabilang ang marami nang lipas na anyo.",Ang pinakamalaking diksyunaryo ay hindi na nalilimbag.
entailment,"Gawing mukhang bago ang amerikana ko, mahal, tahiin mo ito!",Kailangan kong maayos mo ang amerikana ko sa pamamagitan ng pananahi.
entailment,"Ibinigay ni Mihdhar ang Marriott Hotel sa Lungsod ng New York bilang kanyang inaasahang tirahan, ngunit sa halip ay nagpalipas siya ng isang gabi sa isa pang hotel sa New York.",Hindi nanatili si Mihdhar sa hotel na sinabi niyang kanyang tutuluyan.
entailment,"Sa kontekstong ito, ang kamakailang publikasyon ng Omni Gazetteer of the United States of America, sa kabila ng 1,500,000 nitong mga talaan, ay maaaring ituring na unang hakbang lamang, bagaman ambisyoso.",Ang Omni Gazetteer ng Estados Unidos ay isang unang hakbang.
entailment,P.S. Ang donasyong pang-pugay sa IMA ay isang napakagandang regalong pangbakasyon.,Ang isang donasyon bilang parangal sa isang tao ay magiging magandang regalo para sa kapaskuhan.
entailment,"Kahit payagan ang pag-urong, maaaring hindi nito maprotektahan ang abogado mula sa mga etikal na obligasyon na masigasig na ipagtanggol ang kliyente, o mula sa mga paratang ng kapabayaan sa propesyon.",Maaaring managot pa rin ang abogado kahit na huminto siya sa kaso.
entailment,"Ang Umeda ang nagtatanda ng hilagang dulo ng distrito ng negosyo at libangan na kilala bilang Kita (na ang ibig sabihin ay simpleng Hilaga), at ito ang mismong diwa ng sigla at gulo ng makabagong Osaka.",Ang Umeda ay ang hilagang dulo ng distrito ng libangan.
entailment,Ngunit tungkol ito sa Matandang Lobo na gusto kang makita.,Gusto ka niyang makausap tungkol sa Matandang Lobo.
entailment,"Tungkol sa mga hamon, kasalukuyan akong naghahanap ng isang salita na maaaring gupitin sa dalawang magkasunod na mas maliliit na anyo.",Hindi naging madali para sa akin ang makahanap ng isang salita na maaaring hatiin sa dalawang magkasunod na mas maliliit na anyo.
entailment,"at sa tingin ko, ang talagang magiging kawili-wili ay kung ano ang gagawin natin tungkol dito; ibig kong sabihin, kailangan nating palitan ang mga taong kumakatawan sa atin.",Kailangan nating magpabago sa mga kumakatawan sa atin.
entailment,at uh minsan masarap lumabas at kumain ng salad,Paminsan-minsan gusto kong kumain ng salad.
entailment,Ipinapakita ng Larawan 3 ang mga pangunahing resulta para sa dalawang modelo.,Ipinapakita ng Larawan 3 kung ano ang ginagawa ng mga modelo.
entailment,"Maraming teknikal na problema, lalo na sa mga Hellfire missile.",May mga teknikal na depekto ang mga misil na Hellfire.
entailment,"Sa pagitan ng 1936 at 1940, ang Gresya ay nasa ilalim ng diktadurang militar ni Ioannis Metaxas, na naaalala dahil sa malakas na echi (hindi) na ibinigay niya bilang tugon sa ultimatum ni Mussolini na sumuko noong 1940.",Ang Gresya ay isa sa mga bansa sa mundo na nagkaroon ng diktador.
entailment,"Ang mga nerd, na nagtatago sa mga silid-aralan ng ekonomiks at kompyuter, ay may mas walang pag-asang kalagayan.",Walang pag-asa ang mga nerd.
entailment,"Habang ipinagkakaloob ng estado sa iba ang mas maraming tungkulin nito sa teknolohiyang pang-impormasyon at pamamahala, mahalaga rin na magkaroon ito ng mahusay na kakayahan sa pamamahala ng kontrata.",Mahalagang pamahalaan nang maayos ang mga kontrata kapag pumirma pa ng mas maraming kontrata.
entailment,"Bukod pa rito, paano ako matutulungan ng kanilang pananatili? At nang hindi sumagot si Pitt sa kanya, ""Nakikita mo ba?"" ang sabi niya, sabay yuko ng balikat.",Inihugyt niya ang kanyang mga balikat bilang tanda ng pagtanggap.
entailment,"Ay, naku, kawili-wili iyan. Nag-aral ka ba para matutong gawin iyon?",Saan mo natutunan kung paano gawin iyon?
entailment,"Upang matulungan ka sa iyong kontribusyon, malaya kang tumawag kay Kathy Dannels, Direktor ng Pagpapaunlad, sa 924-6770 ext.",Mangyaring tawagan si Kathy Dannels kung nais mong pag-usapan ang iyong kontribusyon.
entailment,"Ang ikatlong katangian, ang pagkakatagpo at pagkakalayo sa daloy sa espasyo ng estado na naglalarawan ng maayos na rehimen kumpara sa magulong rehimen, ay marahil ang pinakamahalaga para sa ating mga susunod na talakayan.",Ang pinakamahalagang bagay sa ating mga susunod na talakayan ay ang ikatlong tampok.
entailment,"Kaya, habang pinoprotektahan ang ating bansa, dapat maging maingat ang mga Amerikano sa mga banta sa mahahalagang personal at sibil na kalayaan.",Dapat magbigay-pansin ang mga Amerikano sa mga banta sa ating mga kalayaan.
entailment,"Kung, kung ang iyong kamay ay nakalabas sa labas ng pressure suit, lalaki ito ng halos limang beses kapag nagkaroon ng decompression.",Maaaring magbago ang laki ng iyong kamay kung ito ay nakalabas sa labas ng kasuotan.
entailment,"Rekording ng NYPD, channel ng radyo ng Special Operations Division, Setyembre 11, 2001.",May mga pagrekord ng ilang transmisyon sa radyo noong Setyembre.
entailment,"Itinataas ng 12% ang matrikula ng mga estudyante para sa taong 1992–92, isang makabuluhang pagtaas.",Tumaas nang malaki ang matrikula.
entailment,"Ang dakilang makasaysayang sandali nito ay naganap noong 1864, nang ang kabisera nitong Charlottetown ay naging tagpuan ng pagpupulong ng mga pinuno ng Maritimes kasama ang mga delegado mula sa Ontario at Quebec upang itakda ang landas patungo sa pederal na katayuan ng Canada bilang isang pinag-isang dominyong.",Nag-host ang Charlottetown ng mga pinuno.
entailment,"Ang pamahalaan ng Estados Unidos ay madaling nagbibigay ng masaganang impormasyon tungkol sa paggasta nito sa mga puwersang militar, kabilang ang intelihensiyang militar.",Gumagastos ang pamahalaan ng Estados Unidos ng pera para sa kanilang militar na intelihensiya.
entailment,Ngayon ang lugar ay tinatawag na Parke ng Templo ng Langit (Tiantan Gongyuan).,Ang Temple of Heaven Park ay medyo bago.
entailment,"Ang mabuting Dr. Spooner, isang mabait na lalaki na may puting buhok at mukhang kerubin, ay naglingkod sa New College nang kalahating siglo bilang isang kilalang iskolar at mahusay na administrador.",Si Dr. Spooner ay naging bahagi ng New College sa loob ng maraming dekada.
entailment,"Tunay ngang nakamit ni Morrison ang karapatang maging kasing-idiosyncratic gaya nina William Gaddis, Thomas Pynchon, o William Faulkner.",Pinapayagan si Morrison na maging kasing-idiosyncratic gaya ni William Gaddis.
entailment,"Kung naghahanap ka ng alternatibong gabi sa Harvard Square, pumunta sa Inman Square na may himig Hispanic, na matatagpuan sa Cambridge Street.",Hindi maganda ang Harvard Square sa gabi.
entailment,"Ang lola ko ay ipinanganak noong 1910, siya ay isang maliit na batang babae.",Ipinanganak ang lola ko sampung taon matapos magpalit ang siglo.
entailment,"Ang gastos sa paggawa ng mga bahay na ito ay lubos na lumalampas sa kayang bayaran ng aming mga mamimili, kaya umaasa kami sa mga grant at indibidwal na donasyon upang panatilihing abot-kaya ang mga ito.",Kinailangan ng mga tahanan na malikha ang mga mapagkukunan.
entailment,Ang mga cover package ng mga lingguhang pahayagan ay sumusuyo sa mga magulang na nababahala.,Ang mga magulang na nababahala ay isa sa mga target sa pagmemerkado ng mga lingguhang pahayagan.
entailment,"Ang mga miyembro ng car club ay tinatawag na mga clubber, at nakikipagkumpetensya sila para sa mga tropeo, nagmamaneho sa mga karavan ng sasakyan, at madalas na nakikilahok sa mga kaganapan para sa pangangalap ng pondo.",Ang mga miyembro ng mga car club ay nakikilahok sa mga paligsahan.
entailment,Ang isang malawakang programa ng pag-aayos ay nakatakdang matapos bago matapos ang 2001.,Hindi matatapos ang programa ng pag-aayos hanggang sa makalipas nang husto ang taong 2000.
entailment,Inaasahan namin ang inyong patuloy na suporta at ang mas mahigpit na pakikipagtulungan sa inyo at sa inyong mga kawani ngayong taon at sa taong pananalapi 2002.,May ginawa ka upang suportahan kami nitong nakaraang taon.
entailment,Nakakuha ang ahente ng FBI mula sa isang dayuhang pamahalaan ng larawan ng taong pinaniniwalaang nag-utos sa pagbobomba sa Cole.,Mayroon ang isang dayuhang pamahalaan ng larawan ng isang taong sangkot sa pagbobomba sa Cole.
entailment,Nakakatanggap ang mga miyembro ng diskwento sa mga produkto at publikasyon ng Samahan na mabibili sa pamamagitan ng karaniwang katalogo at sa History Market gift shop na matatagpuan sa aming magandang punong-tanggapan.,Nakakakuha ng diskwento ang mga miyembro kapag bumibili sila ng mga bagay sa tindahan ng regalo.
entailment,"702/369-1540) ang pinakamatandang kapihan sa Las Vegas at, ayon sa ilan, nananatiling pinakamahusay sa buong Bohemian nitong karilagan.",May isang kapihan sa Vegas na mas matanda kaysa sa iba.
entailment,Ito ay isang marangal na serbisyo.,Ito ay isang kagalang-galang at natatanging serbisyo.
entailment,"Magandang araw sa iyo, ginoo, bati ni Blood nang magiliw.",Hinihiling ni Blood na maging maganda ang araw ng lalaki.
